date, pm25, pm10, o3, no2, so2, co
2021/2/18, 66, 25, , 19, , 5
2021/2/19, 54, 29, , 23, , 5
2021/2/20, 69, 27, , 17, 1, 4
2021/2/21, 57, 18, , 9, , 2
2021/2/22, 42, 21, , 16, , 4
2021/2/23, 55, 26, , 21, 1, 4
2021/2/24, 57, 40, , 31, 1, 6
2021/2/25, 82, 26, , 24, , 6
2021/2/26, 68, 35, , 25, , 8
2021/2/27, 74, 23, , 19, , 7
2021/2/28, 52, 20, , 13, , 4
2021/3/1, 53, 24, , 17, , 5
2021/3/2, 58, 28, , 19, 1, 5
2021/3/3, 68, 29, , 17, , 4
2021/3/4, 59, 33, , 20, , 4
2021/3/5, 61, 21, , 11, , 3
2021/3/6, 37, 15, , 10, , 4
2021/3/7, 37, 20, , 13, , 4
2021/3/8, 46, 20, , 16, , 5
2021/3/9, 54, 28, , 18, , 4
2021/3/10, 54, 24, , 16, , 3
2021/3/11, 46, 32, , 26, 1, 6
2021/3/12, 65, 36, , 24, 1, 6
2021/3/13, 74, 26, , 22, 1, 5
2021/3/14, 70, 25, , 12, , 3
2021/3/15, 49, 35, , 22, , 5
2021/3/16, 63, 34, , 24, 1, 5
2021/3/17, 69, 30, , 19, , 4
2021/3/18, 62, 31, , 21, 1, 4
2021/3/19, 58, 28, , 25, , 6
2021/3/20, 63, 21, , 19, , 5
2021/3/21, 58, 32, , 13, , 3
2021/3/22, 57, 31, , 20, 1, 5
2021/3/23, 80, 28, , 23, 1, 5
2021/3/24, 70, 29, , 19, 1, 4
2021/3/25, 59, 21, , 19, , 4
2021/3/26, 50, 33, , 22, , 5
2021/3/27, 63, 28, , 21, 1, 5
2021/3/28, 71, 22, , 11, , 2
2021/3/29, 45, 27, , 18, , 3
2021/3/30, 57, 23, , 17, , 4
2021/3/31, 44, 17, , 11, , 2
2021/4/1, 34, 22, , 11, , 2
2020/10/2, 96, 70, , 38, 1, 10
2020/10/3, 124, 54, , 15, , 6
2020/10/4, 80, 14, , 8, , 2
2020/10/5, 31, 45, , 19, 1, 6
2020/10/6, 59, 51, , 25, , 8
2020/10/7, 97, 54, , 26, 1, 8
2020/10/8, 91, 50, , 21, , 6
2020/10/9, 79, 35, , 30, , 9
2020/10/10, 67, 15, , 13, 1, 4
2020/10/11, 40, 22, , 10, , 2
2020/10/12, 48, 34, , 12, 1, 3
2020/10/13, 55, 41, , 28, 1, 7
2020/10/14, 82, 56, , 21, , 6
2020/10/15, 92, 28, , 18, 1, 5
2020/10/16, 53, 20, , 15, , 5
2020/10/17, 36, 21, , 13, , 4
2020/10/18, 38, 28, , 9, 1, 3
2020/10/19, 41, 34, , 20, , 5
2020/10/20, 52, 43, , 28, , 9
2020/10/21, 73, 36, , 21, , 6
2020/10/22, 79, 25, , 13, , 4
2020/10/23, 44, 32, , 15, 1, 5
2020/10/24, 48, 41, , 17, 1, 5
2020/10/25, 52, 26, , 11, , 3
2020/10/26, 50, 27, , 18, , 3
2020/10/27, 47, 35, , 20, 1, 4
2020/10/28, 61, 39, , 27, 1, 7
2020/10/29, 75, 58, , 27, 1, 7
2020/10/30, 96, 16, , 16, , 5
2020/10/31, 37, 14, , 10, , 3
2020/11/1, 21, 14, , 6, , 2
2020/11/2, 20, 15, , 7, , 2
2020/11/3, 29, 31, , 17, 1, 4
2020/11/4, 50, 24, , 13, , 3
2020/11/5, 41, 21, , 16, , 4
2020/11/6, 44, 22, , 16, , 5
2020/11/7, 43, 31, , 16, , 4
2020/11/8, 53, 33, , 17, , 4
2020/11/9, 66, 44, , 19, 1, 5
2020/11/10, 75, 25, , 16, , 5
2020/11/11, 46, 35, , 22, , 6
2020/11/12, 62, 27, , 20, , 5
2020/11/13, 54, 38, , 20, 1, 6
2020/11/14, 64, 29, , 15, , 5
2020/11/15, 59, 28, , 12, , 4
2020/11/16, 61, 32, , 20, , 4
2020/11/17, 53, 32, , 14, , 5
2020/11/18, 37, 27, , 16, , 5
2020/11/19, 43, 18, , 12, , 4
2020/11/20, 22, 40, , 15, , 4
2020/11/21, 45, 67, , 12, , 4
2020/11/22, 47, 34, , 8, , 2
2020/11/23, 35, 31, , 13, , 4
2020/11/24, 41, 34, , 17, , 4
2020/11/25, 50, 42, , 24, 1, 6
2020/11/26, 57, , , 23, 1, 5
2020/11/28, 82, 28, , 18, 1, 4
2020/11/29, 72, 36, , 14, , 4
2020/11/30, 68, 35, , 23, , 7
2020/12/1, 67, 22, , 17, 1, 5
2020/12/2, 57, 25, , 20, 1, 5
2020/12/3, 59, 30, , 20, , 5
2020/12/4, 62, 24, , 17, , 4
2020/12/5, 46, 18, , 14, , 4
2020/12/7, 46, 22, , 15, 1, 5
2020/12/8, 57, 18, , 15, , 5
2020/12/9, 39, 20, , 17, , 5
2020/12/10, 53, 20, , 15, 1, 4
2020/12/11, 52, 30, , 17, 1, 5
2020/12/12, 52, 25, , 14, , 4
2020/12/13, 48, 23, , 9, , 3
2020/12/14, 37, 19, , 12, , 3
2020/12/15, 37, 23, , 16, , 4
2020/12/16, 46, 28, , 19, 1, 5
2020/12/17, 57, 22, , 18, , 5
2020/12/18, 52, 23, , 17, , 5
2020/12/19, 51, 22, , 15, , 5
2020/12/20, 63, 25, , 9, , 3
2020/12/21, 39, 33, , 18, , 5
2020/12/22, 53, 8, , 13, , 5
2020/12/23, 32, 22, , 15, 1, 5
2020/12/24, 49, 17, , 8, , 2
2020/12/25, 36, 17, , 5, , 1
2020/12/26, 29, 18, , 8, , 2
2020/12/27, 36, 21, , 8, , 3
2020/12/28, 40, 17, , 14, , 4
2020/12/29, 35, 20, , 13, , 3
2020/12/30, 34, 17, , 12, , 3
2020/12/31, 38, 21, , 8, , 2
2021/1/1, 33, 21, , 4, , 2
2021/1/2, 41, 11, , 6, , 2
2021/1/3, 27, 11, , 5, 1, 1
2021/1/4, 30, 22, , 12, , 3
2020/7/2, 35, 37, , 19, , 6
2020/7/3, 67, 38, , 24, 1, 6
2020/7/4, 73, 40, , 18, 1, 8
2020/7/5, 71, 52, , , 1, 8
2020/7/6, 96, 50, , , 1, 6
2020/7/7, 78, , , , , 
2020/7/9, 62, 41, , 15, , 4
2020/7/10, 60, 54, , 32, 1, 9
2020/7/11, 83, 49, , 20, , 8
2020/7/12, 79, 40, , 17, , 7
2020/7/13, 70, 61, , 27, 1, 8
2020/7/14, 89, 32, , 19, , 5
2020/7/15, 46, 24, , 16, 1, 5
2020/7/16, 51, 38, , 10, , 7
2020/7/17, 61, 60, , , 1, 10
2020/7/18, 100, 52, , 27, 1, 11
2020/7/19, 102, 38, , 18, , 7
2020/7/20, 83, 53, , 23, 1, 10
2020/7/21, 94, 66, , 25, 1, 10
2020/7/22, 101, 62, , 31, 1, 10
2020/7/23, 113, 61, , 31, 1, 9
2020/7/24, 109, 65, , 33, 1, 10
2020/7/25, 108, 63, , , 1, 8
2020/7/26, 100, 25, , 13, , 3
2020/7/27, 44, 53, , 24, 1, 10
2020/7/28, 78, 66, , 23, 1, 8
2020/7/29, 106, 21, , 14, , 5
2020/7/30, 34, 17, , 14, , 4
2020/7/31, 27, 26, , 16, , 5
2020/8/1, 42, 29, , 16, , 5
2020/8/2, 55, 25, , 12, , 3
2020/8/3, 57, 40, , 27, 1, 7
2020/8/4, 77, 41, , 26, 1, 6
2020/8/5, 77, 47, , 27, 1, 6
2020/8/6, 79, 48, , 31, 1, 8
2020/8/7, 88, 47, , 24, 1, 8
2020/8/8, 91, 50, , 25, 1, 8
2020/8/9, 98, 44, , 16, 1, 5
2020/8/10, 95, 62, , 27, 1, 10
2020/8/11, 107, 67, , 28, 1, 14
2020/8/12, 123, 61, , 23, , 6
2020/8/13, 95, 77, , 28, 1, 8
2020/8/14, 101, 64, , 32, 1, 8
2020/8/15, 111, 51, , 20, , 6
2020/8/16, 81, 33, , 15, , 6
2020/8/17, 49, 28, , 20, 1, 5
2020/8/18, 52, 35, , 24, 1, 9
2020/8/19, 56, 31, , 16, 1, 6
2020/8/20, 55, 20, , 14, , 4
2020/8/21, 36, 10, , 11, , 3
2020/8/22, 13, 16, , 10, , 3
2020/8/23, 27, 21, , 9, , 3
2020/8/24, 32, 30, , 17, 1, 5
2020/8/25, 42, 34, , 20, 1, 6
2020/8/26, 48, 45, , 24, 1, 7
2020/8/27, 61, 45, , 26, 1, 8
2020/8/28, 82, 52, , 29, 1, 10
2020/8/29, 95, 59, , 25, 1, 10
2020/8/30, 103, 50, , 15, 3, 5
2020/8/31, 88, 34, , 15, , 5
2020/9/1, 51, 31, , 16, , 5
2020/9/2, 56, 39, , 19, , 5
2020/9/3, 58, 54, , 27, 1, 8
2020/9/4, 79, 66, , 23, 1, 7
2020/9/5, 100, 42, , 19, 1, 5
2020/9/6, 73, 42, , 15, 1, 5
2020/9/7, 83, 40, , 12, , 3
2020/9/8, 76, 48, , 23, , 6
2020/9/9, 83, 47, , 24, 1, 6
2020/9/10, 93, 65, , 29, 1, 9
2020/9/11, 114, 67, , 34, 1, 10
2020/9/12, 114, 90, , 34, 1, 11
2020/9/13, 140, 56, , 23, , 8
2020/9/14, 115, 67, , 20, 1, 5
2020/9/15, 128, 22, , 14, , 5
2020/9/16, 36, 48, , 19, , 6
2020/9/17, 71, 53, , 23, 1, 7
2020/9/18, 86, 67, , 39, 1, 13
2020/9/19, 110, 73, , 28, 1, 10
2020/9/20, 143, 19, , 8, , 2
2020/9/21, 28, 16, , 11, , 3
2020/9/22, 18, 17, , 15, , 4
2020/9/23, 25, 31, , 18, , 5
2020/9/24, 48, 33, , 20, 1, 5
2020/9/25, 61, 43, , 29, 1, 8
2020/9/26, 85, 51, , 29, 1, 8
2020/9/27, 94, 58, , 24, 3, 8
2020/9/28, 111, 64, , 28, , 9
2020/9/29, 91, 39, , 20, , 7
2020/9/30, 73, 45, , 26, , 6
2020/10/1, 76, 58, , 33, 1, 10
2020/4/2, 61, 37, , 14, , 3
2020/4/3, 53, 33, , 14, , 3
2020/4/4, 58, 31, , 9, , 2
2020/4/5, 45, 28, , 8, , 2
2020/4/6, 43, 44, , 19, , 4
2020/4/7, 68, 27, , 12, , 3
2020/4/8, 51, 14, , 11, , 3
2020/4/9, 23, 26, , 13, , 3
2020/4/10, 35, 26, , 11, , 2
2020/4/11, 40, 28, , 10, , 2
2020/4/12, 41, 19, , 6, , 1
2020/4/13, 36, 31, , 15, , 4
2020/4/14, 50, 37, , 16, 1, 4
2020/4/15, 67, 30, , 15, , 3
2020/4/16, 54, 44, , 15, , 4
2020/4/17, 69, 26, , 14, , 3
2020/4/18, 47, 25, , 10, , 3
2020/4/19, 41, 20, , 6, , 1
2020/4/20, 29, 27, , 14, 1, 4
2020/4/21, 45, 29, , 10, , 2
2020/4/22, 48, 37, , 18, 1, 4
2020/4/23, 68, 34, , 16, , 4
2020/4/24, 62, 41, , 18, , 4
2020/4/25, 68, 37, , 16, , 5
2020/4/26, 72, 44, , 13, , 4
2020/4/27, 85, 33, , 14, , 3
2020/4/28, 56, 38, , 19, , 4
2020/4/29, 59, 45, , 19, , 5
2020/4/30, 73, 63, , 24, , 7
2020/5/1, 111, 52, , 15, , 5
2020/5/2, 88, 38, , 10, , 4
2020/5/3, 81, 16, , 5, , 1
2020/5/4, 27, 31, , 15, , 4
2020/5/5, 49, 44, , 21, 1, 4
2020/5/6, 74, 56, , 19, 1, 5
2020/5/7, 95, 19, , 10, , 3
2020/5/8, 32, 21, , 14, , 4
2020/5/9, 37, 27, , 15, , 4
2020/5/10, 44, 32, , 13, , 5
2020/5/11, 56, 48, , 18, 8, 7
2020/5/12, 79, 54, , 24, 1, 7
2020/5/13, 92, 61, , 22, , 5
2020/5/14, 97, 38, , 15, , 3
2020/5/15, 60, 19, , 15, , 5
2020/5/16, 36, 28, , 14, , 4
2020/5/17, 46, 34, , 16, , 5
2020/5/18, 68, 39, , 23, 1, 6
2020/5/19, 85, 43, , 19, 1, 5
2020/5/20, 71, 38, , 21, , 5
2020/5/21, 67, 45, , 21, 1, 7
2020/5/22, 78, 52, , 19, , 6
2020/5/23, 72, 34, , 7, , 1
2020/5/24, 33, 11, , 5, , 1
2020/5/25, 29, 18, , 7, , 1
2020/5/26, 25, 30, , 16, , 3
2020/5/27, 47, 38, , 18, 1, 4
2020/5/28, 72, 38, , 23, 1, 6
2020/5/29, 58, 55, , 31, 1, 10
2020/5/30, 101, 61, , 24, 1, 9
2020/5/31, 118, 53, , 17, , 8
2020/6/1, 115, 65, , 25, 1, 7
2020/6/2, 113, 48, , 25, 1, 9
2020/6/3, 84, 42, , 20, 1, 7
2020/6/4, 78, 32, , 17, , 5
2020/6/5, 54, 49, , 23, 1, 11
2020/6/6, 82, 40, , 17, 1, 6
2020/6/7, 68, 24, , 9, , 3
2020/6/8, 40, 56, , 21, 1, 10
2020/6/9, 86, 43, , 22, 1, 7
2020/6/10, 69, 41, , 22, , 8
2020/6/11, 63, 41, , 21, 1, 5
2020/6/12, 65, 59, , 27, 1, 11
2020/6/13, 97, 53, , 19, , 8
2020/6/14, 100, 17, , 7, , 2
2020/6/15, 21, 24, , 17, , 4
2020/6/16, 39, 40, , 21, 1, 6
2020/6/17, 58, 34, , 21, 1, 5
2020/6/18, 57, 45, , 22, 1, 7
2020/6/19, 66, 55, , 24, 1, 9
2020/6/20, 84, 50, , 23, 1, 8
2020/6/21, 79, 45, , 15, , 9
2020/6/22, 94, 53, , 30, 1, 9
2020/6/23, 92, 66, , 28, 1, 10
2020/6/24, 110, 62, , 27, 1, 9
2020/6/25, 95, 65, , 23, 1, 7
2020/6/26, 95, 35, , 19, , 6
2020/6/27, 46, 12, , 12, , 2
2020/6/28, 16, 14, , 9, , 2
2020/6/29, 18, 34, , 24, , 7
2020/6/30, 54, 37, , 15, 1, 4
2020/7/1, 50, 32, , 14, , 4
2020/1/2, 79, 26, , 16, , 5
2020/1/3, 39, 13, , 8, , 3
2020/1/4, 20, 23, , 10, , 3
2020/1/5, 27, 21, , 10, , 4
2020/1/6, 36, 21, , 17, , 4
2020/1/7, 42, 32, , 15, , 4
2020/1/8, 46, 28, , 13, , 5
2020/1/9, 41, 27, , 14, , 5
2020/1/10, 45, 29, , 15, , 5
2020/1/11, 50, 38, , 13, , 5
2020/1/12, 53, 37, , 8, , 4
2020/1/13, 42, 15, , 11, , 5
2020/1/14, 28, 31, , 17, , 5
2020/1/15, 51, 37, , 21, , 6
2020/1/16, 55, 41, , 18, , 6
2020/1/17, 66, 15, , 11, , 4
2020/1/18, 24, 22, , 11, , 4
2020/1/19, 36, 20, , 9, , 3
2020/1/20, 37, 24, , 14, 1, 4
2020/1/21, 49, 28, , 16, , 4
2020/1/22, 49, 34, , 17, , 5
2020/1/23, 46, 27, , 20, 1, 7
2020/1/24, 54, 22, , 11, , 4
2020/1/25, 32, 22, , 11, , 4
2020/1/26, 32, 29, , 15, 1, 6
2020/1/27, 50, 39, , 23, 1, 6
2020/1/28, 71, 58, , 25, , 7
2020/1/29, 89, 31, , 19, , 5
2020/1/30, 62, 35, , 12, , 4
2020/1/31, 41, 29, , 12, , 4
2020/2/1, 39, 29, , 13, , 5
2020/2/2, 38, 21, , 16, , 5
2020/2/3, 46, 25, , 15, , 6
2020/2/4, 31, 21, , 16, , 
2020/2/5, 39, 25, , 15, , 
2020/2/6, 41, 31, , 23, , 10
2020/2/7, 53, 28, , 21, , 7
2020/2/8, 53, 27, , 16, 1, 7
2020/2/9, 46, 26, , 7, , 4
2020/2/10, 40, 12, , 12, , 4
2020/2/11, 20, 15, , 13, , 5
2020/2/12, 32, 22, , 12, , 5
2020/2/13, 35, 21, , 11, , 4
2020/2/14, 27, 29, , 20, , 6
2020/2/15, 47, 30, , 16, , 5
2020/2/16, 53, 41, , 15, , 6
2020/2/17, 74, 37, , 25, 1, 7
2020/2/18, 72, 32, , 18, , 5
2020/2/19, 60, 35, , 16, , 4
2020/2/20, 48, 35, , 18, 1, 6
2020/2/21, 55, 21, , 19, , 7
2020/2/22, 50, 19, , 11, , 4
2020/2/23, 36, 22, , 7, , 2
2020/2/24, 37, 36, , 16, , 4
2020/2/25, 52, 25, , 11, , 4
2020/2/26, 40, 25, , 12, , 4
2020/2/27, 43, 16, , 11, , 5
2020/2/28, 27, 27, , 14, , 6
2020/2/29, 38, 21, , 11, , 4
2020/3/1, 37, 13, , 6, , 3
2020/3/2, 15, 28, , 13, 1, 4
2020/3/3, 36, 18, , 10, , 4
2020/3/4, 25, 28, , 13, 1, 5
2020/3/5, 42, 24, , 12, , 4
2020/3/6, 40, 28, , 15, , 5
2020/3/7, 47, 33, , 15, , 3
2020/3/8, 54, 40, , 14, , 
2020/3/9, 47, 49, , 22, 1, 7
2020/3/10, 66, 44, , 22, , 5
2020/3/11, 70, 43, , 23, 1, 5
2020/3/12, 69, 40, , 20, , 5
2020/3/13, 67, 49, , 22, 1, 6
2020/3/14, 78, 43, , 19, , 5
2020/3/15, 69, 36, , 14, , 4
2020/3/16, 54, 35, , 16, , 3
2020/3/17, 50, 34, , 15, , 4
2020/3/18, 47, 41, , 21, , 5
2020/3/19, 66, 44, , 20, , 5
2020/3/20, 69, 25, , 14, , 4
2020/3/21, 42, 16, , 11, , 2
2020/3/22, 39, 21, , 6, , 1
2020/3/23, 33, 21, , 11, 1, 2
2020/3/24, 30, 25, , 11, , 2
2020/3/25, 39, 28, , 16, 1, 3
2020/3/26, 41, 33, , 21, , 3
2020/3/27, 48, 32, , 20, , 3
2020/3/28, 53, 32, , 20, , 3
2020/3/29, 50, 48, , 12, , 2
2020/3/30, 60, , , , , 
2019/10/2, 71, 49, 58, , 1, 10
2019/10/3, 83, 51, 39, , 1, 7
2019/10/4, 85, 46, 58, , 1, 6
2019/10/5, 71, 47, 51, , 1, 6
2019/10/6, 79, 21, 30, , , 3
2019/10/7, 34, 19, 22, 20, , 6
2019/10/8, 24, 27, 23, 26, 1, 8
2019/10/9, 48, 27, 23, 24, 1, 7
2019/10/10, 54, 32, 36, 22, 1, 6
2019/10/11, 52, 38, 38, 26, , 8
2019/10/12, 68, 41, 35, 23, 1, 8
2019/10/13, 77, 47, 46, 16, 1, 7
2019/10/14, 77, 47, 59, , , 6
2019/10/15, 81, 31, 25, 14, , 5
2019/10/16, 41, 37, 34, 17, , 6
2019/10/17, 62, 40, 50, 19, 1, 6
2019/10/18, 67, 45, 40, 27, 1, 8
2019/10/19, 88, 23, 37, 12, 1, 4
2019/10/20, 38, 15, 24, 9, , 3
2019/10/21, 22, 44, 19, 24, 1, 5
2019/10/22, 64, 34, 24, 19, , 6
2019/10/23, 63, 33, 41, 20, 1, 5
2019/10/24, 58, 36, 31, 20, , 6
2019/10/25, 57, 54, 49, 27, 1, 9
2019/10/26, 92, 39, 51, 18, 1, 6
2019/10/27, 66, 27, 43, 17, 1, 6
2019/10/28, 57, 45, 40, 24, 1, 6
2019/10/29, 63, 48, 41, 30, 1, 8
2019/10/30, 76, 40, 58, 24, 1, 6
2019/10/31, 71, 38, 33, 20, , 6
2019/11/1, 73, 35, 38, 17, , 5
2019/11/2, 66, 32, 40, 13, , 5
2019/11/3, 53, 36, 40, 12, , 5
2019/11/4, 67, 39, 41, 19, , 5
2019/11/5, 56, 29, 35, 17, , 5
2019/11/6, 47, 19, 24, 17, , 6
2019/11/7, 42, 34, 19, 20, , 6
2019/11/8, 55, 35, 21, 23, 1, 8
2019/11/9, 62, 34, 9, 16, , 5
2019/11/10, 55, 26, 22, 15, , 5
2019/11/11, 49, 20, 25, 18, , 6
2019/11/12, 40, 20, 17, 14, , 5
2019/11/13, 40, 32, 32, 19, , 6
2019/11/14, 47, 35, 24, 21, , 6
2019/11/15, 56, 18, 19, 15, , 5
2019/11/16, 40, 23, 26, 14, , 5
2019/11/17, 50, 23, 38, 11, 1, 3
2019/11/18, 49, 31, 32, 17, 1, 5
2019/11/19, 52, 32, 38, 19, , 5
2019/11/20, 56, 26, 39, 16, 1, 5
2019/11/21, 43, 31, 49, 19, 1, 5
2019/11/22, 52, 38, 32, 22, , 5
2019/11/23, 56, 30, 31, 14, , 4
2019/11/24, 47, 20, 23, 9, , 3
2019/11/25, 35, 30, 44, 16, , 4
2019/11/26, 47, 46, 43, 22, , 5
2019/11/27, 64, 49, 22, 24, , 7
2019/11/28, 72, 15, 19, 18, , 4
2019/11/29, 32, 41, 41, 8, , 7
2019/11/30, 64, 39, 35, 19, , 6
2019/12/1, 64, 31, 28, 11, , 4
2019/12/2, 53, 17, 21, 13, 1, 4
2019/12/3, 33, 38, 19, 18, 1, 5
2019/12/4, 62, 44, 30, 22, 1, 7
2019/12/5, 68, 45, 19, 20, 1, 7
2019/12/6, 67, 19, 27, 19, , 6
2019/12/7, 47, 25, 47, 18, 1, 6
2019/12/8, 52, 30, 59, 16, 1, 5
2019/12/9, 48, 44, 22, 23, 1, 8
2019/12/10, 66, 39, 11, 25, 1, 9
2019/12/11, 60, 35, 26, 30, , 10
2019/12/12, 73, 31, 22, 21, , 7
2019/12/13, 56, 34, 23, 18, , 6
2019/12/14, 59, 30, , 18, , 7
2019/12/15, 54, 22, , 13, , 6
2019/12/16, 47, 33, , 18, , 6
2019/12/17, 59, 29, , 21, , 6
2019/12/18, 43, 29, , 18, , 6
2019/12/19, 50, , , , , 
2019/12/21, 69, 25, , 14, 1, 5
2019/12/22, 40, 17, , 9, , 3
2019/12/23, 25, 32, , 19, 1, 7
2019/12/24, 38, 17, , 12, , 4
2019/12/25, 33, 36, , 10, 1, 3
2019/12/26, 48, 29, , 18, 1, 5
2019/12/27, 58, 32, , 17, 1, 5
2019/12/28, 61, 30, , 14, , 4
2019/12/29, 63, 28, , 11, , 3
2019/12/30, 58, , , , , 
2019/7/2, 96, 66, 24, 27, 2, 10
2019/7/3, 107, 74, 24, 25, 2, 8
2019/7/4, 105, 30, 6, 20, , 9
2019/7/5, 50, 11, 13, 15, 1, 5
2019/7/6, 22, 21, 19, 13, , 5
2019/7/7, 87, 29, 20, 15, , 6
2019/7/8, 101, 36, 18, 25, 1, 8
2019/7/10, 79, 49, 19, 30, 1, 11
2019/7/11, 97, 63, 24, 30, 2, 12
2019/7/12, 115, 68, 26, 32, 2, 14
2019/7/13, 128, 62, 32, 31, 1, 12
2019/7/14, 125, 56, 29, 23, 1, 15
2019/7/15, 117, 51, 33, 24, 1, 
2019/7/16, 91, 24, 15, 17, , 
2019/7/17, 49, 34, 18, 21, 1, 7
2019/7/18, 59, 34, 18, 15, 2, 7
2019/7/19, 56, 41, 17, 22, 1, 8
2019/7/20, 70, 52, 24, , 1, 13
2019/7/21, 97, 46, 22, , 1, 11
2019/7/22, 85, 51, 20, , 1, 9
2019/7/23, 77, 59, 5, 26, 2, 11
2019/7/24, 101, 62, , 30, 2, 11
2019/7/25, 115, 63, 33, 28, 1, 9
2019/7/26, 108, 55, 12, 30, 1, 11
2019/7/27, 89, 57, 34, 22, 1, 9
2019/7/28, 102, 30, 33, 11, , 3
2019/7/29, 51, 45, 28, , 1, 7
2019/7/30, 77, 48, 23, , 1, 8
2019/7/31, 84, 39, 23, , 1, 8
2019/8/1, 70, 60, 25, 22, 2, 13
2019/8/2, 102, 61, 28, 21, 2, 10
2019/8/3, 101, 15, 21, 8, 1, 5
2019/8/4, 31, 7, 20, , , 4
2019/8/5, 9, 30, 18, 23, 1, 8
2019/8/6, 58, 37, 20, 23, 1, 6
2019/8/7, 57, 54, 18, 26, 1, 11
2019/8/8, 84, 47, 31, 30, 1, 9
2019/8/9, 75, 62, 28, 28, 1, 11
2019/8/10, 111, 57, 30, 27, 1, 
2019/8/11, 103, 46, 32, 17, 1, 6
2019/8/12, 81, 52, 30, 28, 1, 10
2019/8/13, 82, 51, 16, 20, 1, 8
2019/8/14, 94, 19, 18, 15, , 5
2019/8/15, 28, 33, 22, 20, 1, 5
2019/8/16, 49, 45, 27, 29, 1, 10
2019/8/17, 76, 67, 31, 24, 1, 11
2019/8/18, 113, 53, 35, 21, 1, 8
2019/8/19, 94, 22, 25, 16, , 5
2019/8/20, 36, 20, 15, 18, , 6
2019/8/21, 29, 23, 19, 19, , 6
2019/8/22, 41, 25, 20, 18, , 6
2019/8/23, 40, 23, 19, 15, , 4
2019/8/24, 38, 23, 24, 15, , 5
2019/8/25, 36, 21, 26, 12, , 4
2019/8/26, 41, 35, 29, 21, 1, 5
2019/8/27, 56, 41, 31, 25, 1, 7
2019/8/28, 77, 38, 32, 22, , 6
2019/8/29, 67, 48, 37, 29, 1, 7
2019/8/30, 80, 68, 34, 33, 2, 13
2019/8/31, 111, 77, 35, 22, 1, 8
2019/9/1, 107, 32, 17, 18, , 5
2019/9/2, 53, 23, 15, 21, , 7
2019/9/3, 49, 43, 7, 27, 1, 11
2019/9/4, 74, 19, 12, 16, , 6
2019/9/5, 40, 14, 17, 17, , 5
2019/9/6, 28, 29, 14, 21, 1, 8
2019/9/7, 47, 41, 30, 21, 1, 12
2019/9/8, 66, 56, 40, 18, 1, 14
2019/9/9, 91, 58, 32, 24, 1, 11
2019/9/10, 101, 62, 36, 30, 1, 11
2019/9/11, 113, 67, 48, 40, 2, 13
2019/9/12, 126, 72, 45, 32, 2, 11
2019/9/13, 121, 29, 30, 15, , 6
2019/9/14, 52, 29, 31, 15, , 6
2019/9/15, 47, 38, 62, 19, 1, 7
2019/9/16, 84, 61, 60, 31, 1, 10
2019/9/17, 111, 80, 52, 37, 1, 12
2019/9/18, 141, 70, 41, 37, 1, 9
2019/9/19, 114, 56, 39, , 1, 7
2019/9/20, 94, 54, 28, , , 9
2019/9/21, 113, 11, 17, , , 5
2019/9/22, 25, 11, 18, , , 3
2019/9/23, 11, 23, 21, , , 5
2019/9/24, 38, 41, 32, , 1, 6
2019/9/25, 63, 37, 17, , 1, 7
2019/9/26, 69, 29, 16, , , 7
2019/9/27, 56, 21, 19, , , 5
2019/9/28, 38, 24, 19, , , 5
2019/9/29, 47, 27, 39, , 1, 4
2019/9/30, 51, 41, 41, , 1, 6
2019/10/1, 67, 42, 45, , 1, 7
2019/4/2, 64, 37, 49, 24, 2, 7
2019/4/3, 71, 47, 39, 36, 2, 10
2019/4/4, 101, 63, 40, 35, 3, 11
2019/4/5, 124, 59, 27, 26, 1, 8
2019/4/6, 106, 39, 31, 19, 1, 8
2019/4/7, 61, 22, 15, 13, 1, 5
2019/4/8, 42, 16, 9, 16, 1, 6
2019/4/9, 40, 13, 12, 13, 1, 5
2019/4/10, 25, 15, 14, 14, 1, 6
2019/4/11, 35, 29, 17, 21, 1, 7
2019/4/12, 56, 34, 26, 24, 1, 8
2019/4/13, 72, 38, 44, 24, 2, 7
2019/4/14, 84, 31, 15, 16, 1, 6
2019/4/15, 56, 31, 28, 21, 2, 8
2019/4/16, 68, 32, 19, 21, 1, 8
2019/4/17, 60, 25, 20, 18, 1, 7
2019/4/18, 54, 22, 21, 17, 1, 6
2019/4/19, 51, 26, 43, 17, 1, 6
2019/4/20, 61, 39, 31, 21, 2, 8
2019/4/21, 77, 38, 26, 17, 2, 6
2019/4/22, 79, 48, 49, 27, 2, 8
2019/4/23, 108, 35, 36, 22, 1, 7
2019/4/24, 76, 33, 35, 23, 2, 7
2019/4/25, 79, 39, 36, 24, 1, 8
2019/4/26, 81, 41, 23, 24, 1, 8
2019/4/27, 86, 40, 26, 21, 1, 8
2019/4/28, 91, 34, 24, 12, 1, 5
2019/4/29, 60, 26, 12, 15, 1, 6
2019/4/30, 44, 33, 27, 23, 2, 8
2019/5/1, 71, 35, 31, 22, 1, 6
2019/5/2, 79, 50, 23, 28, 2, 10
2019/5/3, 101, 54, 21, 27, 2, 12
2019/5/4, 111, 53, 34, 31, 2, 12
2019/5/5, 119, 42, 44, 18, 1, 8
2019/5/6, 93, 44, 23, 24, 1, 8
2019/5/7, 94, 22, 16, 13, , 6
2019/5/8, 54, 52, 15, 19, 8, 8
